ranking_year,ranking_category,institute_id,institute_name,city,state,score,rank
2018,Law,IR-1-L-L-C-23907,Dr. B. R. Ambedkar College of Law,Visakhapatnam,Andhra Pradesh,50.93,10
2018,Medical,IR-1-D-D-N-15,All India Institute of Medical Sciences New Delhi,New Delhi,Delhi,90.71,1
2018,Medical,IR-1-D-D-U-0079,Post Graduate Institute of Medical Education and Research,Chandigarh,Chandigarh,78.73,2
2018,Medical,IR-1-D-D-C-45654,Christian Medical College,Vellore,Tamil Nadu,73.61,3
2018,Medical,IR-1-D-D-C-7242,Kasturba Medical College,Manipal,Karnataka,62.03,4
2018,Medical,IR-1-D-D-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,61.73,5
2018,Medical,IR-1-D-D-U-0368,Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Puducherry,59.27,6
2018,Medical,IR-3-D-OMD-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,58.52,7
2018,Medical,IR-1-D-D-U-0106,Institute of Liver and Biliary Sciences,New Delhi,Delhi,57.12,8
2018,Medical,IR-7-D-OEMALDC-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,56.34,9
2018,Medical,IR-3-D-ODP-I-1486,Sri Ramachandra Medical College and Research Institute,Chennai,Tamil Nadu,55.32,10
2018,Medical,IR-5-D-OEMDP-U-0107,Jamia Hamdard,New Delhi,Delhi,54.42,11
2018,Medical,IR-2-D-OD-C-40345,M. S. Ramaiah Medical College,Bengaluru,Karnataka,54.12,12
2018,Medical,IR-1-D-D-C-32922,Vardhman Mahavir Medical College & Safdarjung Hospital,New Delhi,Delhi,53.98,13
2018,Medical,IR-1-D-D-C-29255,Dayanand Medical College,Ludhiana,Punjab,52,14
2018,Medical,IR-3-D-ODP-I-1409,University College of Medical Sciences,Delhi,Delhi,51.35,15
2018,Medical,IR-1-D-D-C-7251,Kasturba Medical College,Mangalore,Karnataka,51.11,16
2018,Medical,IR-6-D-OEMLDP-U-0078,Panjab University,Chandigarh,Chandigarh,49.74,17
2018,Medical,IR-2-D-OD-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,49.42,18
2018,Medical,IR-2-D-OD-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,49.19,19
2018,Medical,IR-5-D-OEMLD-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,48.77,20
2018,Medical,IR-1-D-D-C-45515,PSG Institute of Medical Sciences & Research,Coimbatore,Tamil Nadu,48.45,21
2018,Medical,IR-5-D-OEMDP-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,48.34,22
2018,Medical,IR-1-D-D-C-47762,Mahatma Gandhi Medical College and Research Institute,Puducherry,Puducherry,47.98,23
2018,Medical,IR-6-D-OEMDPC-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,47.79,24
2018,Medical,IR-1-D-D-C-24503,Jawaharlal Nehru Medical College,Belgaum,Karnataka,47.71,25
2018,University,IR-1-O-O-U-0220,Indian Institute of Science,Bengaluru,Karnataka,82.16,1
2018,University,IR-1-O-O-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,67.57,2
2018,University,IR-3-O-OMD-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,63.52,3
2018,University,IR-4-O-OEMA-U-0439,Anna University,Chennai,Tamil Nadu,62.82,4
2018,University,IR-1-O-O-U-0042,University of Hyderabad,Hyderabad,Telangana,60.54,5
2018,University,IR-2-O-OE-U-0575,Jadavpur University,Kolkata,West Bengal,59.68,6
2018,University,IR-1-O-O-U-0120,University of Delhi,Delhi,Delhi,58.69,7
2018,University,IR-1-O-O-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,58.46,8
2018,University,IR-1-O-O-U-0323,Savitribai Phule Pune University,Pune,Maharashtra,58.24,9
2018,University,IR-7-O-OEMALDC-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,57.78,10
2018,University,IR-1-O-O-U-0234,Manipal Academy of Higher Education,Manipal,Karnataka,57.37,11
2018,University,IR-5-O-OEMAL-U-0108,Jamia Millia Islamia,New Delhi,Delhi,56.18,12
2018,University,IR-1-O-C-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,55.08,13
2018,University,IR-1-O-O-U-0570,Calcutta University,Kolkata,West Bengal,53.38,14
2018,University,IR-1-O-D-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,52.73,15
2018,University,IR-3-O-OEM-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,52.68,16
2018,University,IR-3-O-OEP-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,52.15,17
2018,University,IR-1-O-O-I-1357,University of Madras,Chennai,Tamil Nadu,51.52,18
2018,University,IR-3-O-OEP-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,51.39,19
2018,University,IR-6-O-OEMLDP-U-0078,Panjab University,Chandigarh,Chandigarh,50.94,20
2018,University,IR-1-O-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,50.74,21
2018,University,IR-6-O-OEMALP-U-0006,Andhra University,Visakhapatnam,Andhra Pradesh,50.39,22
2018,University,IR-5-O-OEMDP-U-0107,Jamia Hamdard,New Delhi,Delhi,50.31,23
2018,University,IR-2-O-OD-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,49.59,24
2018,University,IR-1-O-O-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,49.22,25
2018,University,IR-1-O-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,48.98,26
2018,University,IR-1-O-C-U-0435,Alagappa University,Karaikudi,Tamil Nadu,48.25,27
2018,University,IR-1-O-O-U-0027,Osmania University,Hyderabad,Telangana,48.02,28
2018,University,IR-1-O-O-U-0056,Tezpur University,Tezpur,Assam,48,29
2018,University,IR-1-O-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,47.72,30
2018,University,IR-1-O-O-U-0589,Visva Bharati,Kolkata,West Bengal,47.62,31
2018,University,IR-1-O-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,47.46,32
2018,University,IR-2-O-EM-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,47.11,33
2018,University,IR-1-O-O-U-0554,G. B. Pant Universtiy of Agriculture and Technology,Pantnagar,Uttarakhand,46.56,34
2018,University,IR-1-O-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,46.56,34
2018,University,IR-4-O-OEML-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,46.33,36
2018,University,IR-2-O-OP-U-0222,JSS Academy of Higher Education and Research,Mysore,Karnataka,45.76,37
2018,University,IR-1-O-O-U-0381,Punjab Agricultural University,Ludhiana,Punjab,45.56,38
2018,University,IR-1-O-O-U-0052,Gauhati University,Guwahati,Assam,45.44,39
2018,University,IR-3-O-ODP-I-1486,Sri Ramachandra Medical College and Research Institute,Chennai,Tamil Nadu,45.29,40
2018,University,IR-5-O-OEMDP-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,45.17,41
2018,University,IR-5-O-OEMLD-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,44.81,42
2018,University,IR-5-O-OEMAP-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,44.71,43
2018,University,IR-1-O-O-U-0329,Symbiosis International,Pune,Maharashtra,44.62,44
2018,University,IR-4-O-OEMA-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,44.34,45
2018,University,IR-2-O-OD-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,44,46
2018,University,IR-1-O-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,43.96,47
2018,University,IR-1-O-O-U-0642,Shiv Nadar University,Chithera,Uttar Pradesh,43.68,48
2018,University,IR-2-O-OE-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,43.44,49
2018,University,IR-1-O-O-U-0159,Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,43.21,50
2018,University,IR-3-O-OML-U-0195,University of Jammu,Jammu Tawi,Jammu and Kashmir,43.19,51
2018,University,IR-2-O-OD-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,43.15,52
2018,University,IR-6-O-OEMALP-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,42.99,53
2018,University,IR-1-O-O-U-0463,Madurai Kamraj University,Madurai,Tamil Nadu,42.98,54
2018,University,IR-6-O-OEMAPC-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,42.8,55
2018,University,IR-2-O-EM-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,42.78,56
2018,University,IR-1-O-O-U-0225,KLE Academy of Higher Education and Research,Belagavi,Karnataka,42.76,57
2018,University,IR-1-O-O-U-0246,University of Agricultural Sciences,Dharwad,Karnataka,42.55,58
2018,University,IR-3-O-OEM-U-0369,Pondicherry University,Puducherry,Puducherry,42.36,59
2018,University,IR-1-O-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,42.36,59
2018,University,IR-1-O-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,42.34,61
2018,University,IR-1-O-D-U-0036,Sri Venkateswara Institute of Medical Sciences,Tirupati,Andhra Pradesh,42.33,62
2018,University,IR-2-O-OE-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,41.95,63
2018,University,IR-4-O-OEMP-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,41.88,64
2018,University,IR-1-O-O-U-0487,Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu,41.73,65
2018,University,IR-1-O-O-I-1361,Bharati Vidyapeeth,Pune,Maharashtra,41.71,66
2018,University,IR-1-O-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,41.63,67
2018,University,IR-1-O-O-U-0121,Goa University,Goa,Goa,40.66,68
2018,University,IR-1-O-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,40.53,69
2018,University,IR-2-O-OE-U-0098,Delhi Technological University,New Delhi,Delhi,40.52,70
2018,University,IR-1-O-O-U-0181,Dr. Y. S. Parmar University of Horticulture and Forestry,Solan,Himachal Pradesh,40.3,71
2018,University,IR-1-O-D-U-0370,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Puducherry,40.25,72
2018,University,IR-1-O-O-U-0251,Calicut University,Malappuram,Kerala,40.06,73
2018,University,IR-5-O-OEMAL-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,40.05,74
2018,University,IR-1-O-O-U-0568,Bidhan Chandra Krishi Vishwavidyalaya,Nadia,West Bengal,39.98,75
2018,University,IR-1-O-O-I-1280,Maharshi Dayanand University,Rohtak,Haryana,39.87,76
2018,University,IR-1-O-O-U-0239,NITTE,Mangalore,Karnataka,39.7,77
2018,University,IR-1-O-O-U-0232,Kuvempu University,Shimoga,Karnataka,39.68,78
2018,University,IR-1-O-O-U-0453,The Gandhigram Rural Institute,Gandhigram,Tamil Nadu,39.5,79
2018,University,IR-5-O-OEMLP-U-0164,Kurukshetra University,Kurukshetra,Haryana,39.45,80
2018,University,IR-1-O-O-U-0345,Mizoram University,Aizwal,Mizoram,39.36,81
2018,University,IR-1-O-O-U-0784,Professor Jayashankar Telangana State Agricultural University,Hyderabad,Telangana,39.3,82
2018,University,IR-1-O-O-U-0123,Anand Agricultural University,Anand,Gujarat,39.21,83
2018,University,IR-1-O-O-U-0051,Dibrugarh University,Dibrugarh,Assam,39.13,84
2018,University,IR-1-O-O-U-0011,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,39.02,85
2018,University,IR-1-O-O-U-0576,Kalyani University,Kalyani,West Bengal,38.87,86
2018,University,IR-1-O-O-U-0050,Assam University,Silchar,Assam,38.79,87
2018,University,IR-2-O-OD-U-0465,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu,38.7,88
2018,University,IR-3-O-OEM-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,38.61,89
2018,University,IR-1-O-O-U-0470,Periyar University,Salem,Tamil Nadu,38.58,90
2018,University,IR-1-O-O-U-0360,Orissa University of Agriculture & Technology,Khordha,Odisha,38.55,91
2018,University,IR-2-O-OD-U-0250,Yenepoya,Mangalore,Karnataka,38.53,92
2018,University,IR-1-O-O-U-0035,Sri Sathya Sai Institute of Higher Learning,Anantapur,Andhra Pradesh,38.53,92
2018,University,IR-1-O-O-U-0146,Nirma University,Ahmedabad,Gujarat,38.15,94
2018,University,IR-1-O-O-U-0347,Nagaland University,Zunheboto,Nagaland,38.14,95
2018,University,IR-1-O-O-U-0569,The University of Burdwan,Barddhaman,West Bengal,37.68,96
2018,University,IR-1-O-D-U-0294,D. Y. Patil Educational Society,Kolhapur,Maharashtra,37.61,97
2018,University,IR-1-O-E-U-0014,International Institute of Information Technology,Hyderabad,Telangana,37.52,98
2018,University,IR-3-O-OEM-U-0733,PES University,Bengaluru,Karnataka,37.51,99
2018,University,IR-2-O-OE-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,37.47,100
2018,College,IR-2-C-OC-C-6355,Miranda House,Delhi,Delhi,71,1
2018,College,IR-2-C-OC-C-22470,St. Stephen`s College,Delhi,Delhi,70.77,2
2018,College,IR-1-C-C-C-35825,Bishop Heber College,Tiruchirappalli,Tamil Nadu,67.63,24
2018,College,IR-1-C-C-C-6377,Hindu College,Delhi,Delhi,67.46,4
2018,College,IR-1-C-C-C-43921,Presidency College,Chennai,Tamil Nadu,66.21,5
2018,College,IR-1-C-C-C-44006,Loyola College,Chennai,Tamil Nadu,66.06,6
2018,College,IR-1-C-C-C-6419,Shri Ram College of Commerce,Delhi,Delhi,63.98,7
2018,College,IR-2-C-OC-C-6415,Lady Shri Ram College for Women,New Delhi,Delhi,63.53,8
2018,College,IR-1-C-C-C-11926,Ramakrishna Mission Vidyamandira,Howrah,West Bengal,62.79,9
2018,College,IR-1-C-C-C-43965,Madras Christian College,Chennai,Tamil Nadu,60.74,10
2018,College,IR-1-C-C-C-41124,PSG College of Arts and Science,Coimbatore,Tamil Nadu,60.34,11
2018,College,IR-1-C-C-C-27608,Lady Irwin College,Delhi,Delhi,60.04,12
2018,College,IR-1-C-C-C-6361,Deen Dayal Upadhyaya College,New Delhi,Delhi,59.76,13
2018,College,IR-1-C-C-C-22462,Atma Ram Sanatan Dharm College,New Delhi,Delhi,59.55,14
2018,College,IR-2-C-OC-C-6429,Gargi College,Delhi,Delhi,59.46,15
2018,College,IR-1-C-C-C-41046,PSGR Krishnammal College for Women,Coimbatore,Tamil Nadu,59.39,16
2018,College,IR-2-C-OC-C-11881,St. Xavier`s College,Calcutta,West Bengal,58.45,17
2018,College,IR-1-C-C-C-43671,University College,Thiruvananthapuram,Kerala,57.51,18
2018,College,IR-2-C-OC-I-1385,Fergusson College,Pune,Maharashtra,57.37,19
2018,College,IR-1-C-C-C-6385,Kirori Mal College,Delhi,Delhi,57.32,20
2018,College,IR-1-C-C-C-6425,Hans Raj College,Delhi,Delhi,57.19,21
2018,College,IR-2-C-OC-C-43946,Women`s Christian College,Chennai,Tamil Nadu,57.18,22
2018,College,IR-2-C-OC-C-6353,Sri Guru Tegh Bahadur Khalsa College,Delhi,Delhi,56.96,23
2018,College,IR-2-C-OC-C-6369,Sri Venkateswara College,Delhi,Delhi,56.62,24
2018,College,IR-2-C-OC-C-6432,Dyal Singh College,Delhi,Delhi,56.43,25
2018,College,IR-2-C-OC-C-6431,Ramanujan College,New Delhi,Delhi,56.13,26
2018,College,IR-1-C-C-C-6380,Acharya Narendra Dev College,New Delhi,Delhi,55.99,27
2018,College,IR-1-C-C-C-35860,St. Joseph`s College,Tiruchirappalli,Tamil Nadu,54.41,28
2018,College,IR-1-C-C-I-1317,Rama Krishna Mission Vivekananda Centenary College,Rahara,West Bengal,53.95,29
2018,College,IR-1-C-C-C-43931,Stella Maris College for Women,Chennai,Tamil Nadu,53.66,30
2018,College,IR-1-C-C-C-11986,Loreto College,Calcutta,West Bengal,53.55,31
2018,College,IR-2-C-OC-C-6412,Maharaja Agrasen College,Delhi,Delhi,53.35,32
2018,College,IR-1-C-C-C-41035,Government Arts College,Coimbatore,Tamil Nadu,53.16,33
2018,College,IR-2-C-OC-I-1323,St. Joseph`s College,Dist. Calicut,Kerala,53.13,34
2018,College,IR-1-C-C-C-26356,Silver Jubilee Degree College,Kurnool,Andhra Pradesh,53.12,35
2018,College,IR-1-C-C-C-43767,Mar Ivanios College,Thiruvananthapuram,Kerala,53.09,36
2018,College,IR-2-C-OC-C-41189,Scott Christian College,Nagercoil,Tamil Nadu,53.08,37
2018,College,IR-1-C-C-C-43902,Ethiraj College for Women,Chennai,Tamil Nadu,52.92,38
2018,College,IR-1-C-C-I-1293,Sri Ramakrishna Mission Vidyalaya College of Arts & Science,Coimbatore,Tamil Nadu,52.83,39
2018,College,IR-1-C-C-C-42814,Ramakrishna Mission Residential College,Kolkata,West Bengal,52.71,40
2018,College,IR-1-C-C-C-11708,Sacred Heart College,Ernakulam,Kerala,52.52,41
2018,College,IR-1-C-C-C-35787,Holy Cross College,Tiruchirappalli,Tamil Nadu,52.51,42
2018,College,IR-1-C-C-C-11691,Rajagiri College of Social Sciences,Ernakulam,Kerala,52,43
2018,College,IR-1-C-C-C-36513,Thiagarajar College,Madurai,Tamil Nadu,51.93,44
2018,College,IR-1-C-C-C-43738,T. K. M. College of Arts and Science,Kollam,Kerala,51.46,45
2018,College,IR-1-C-C-C-11831,S. B. College,Kottayam,Kerala,51.43,46
2018,College,IR-1-C-C-C-36579,Ayya Nadar Janaki Ammal College,Madurai,Tamil Nadu,51.35,47
2018,College,IR-1-C-C-C-16178,P. D. Patel Institute of Applied Sciences,Anand,Gujarat,51.17,48
2018,College,IR-1-C-C-C-43964,Madras School of Social Work,Chennai,Tamil Nadu,50.57,49
2018,College,IR-1-C-C-C-6420,Jesus & Mary College,New Delhi,Delhi,50.48,50
2018,College,IR-1-C-C-C-36502,Virudhunagar Hindu Nadars Senthikumara Nadar College,Virudhnagar,Tamil Nadu,50.47,51
2018,College,IR-1-C-C-C-6365,Indraprastha College for Women,Delhi,Delhi,49.91,52
2018,College,IR-1-C-C-C-6426,Shaheed Rajguru College of Applied Sciences for Women,Delhi,Delhi,49.85,53
2018,College,IR-1-C-C-C-41173,St. Xavier`s College,Palayamkottai,Tamil Nadu,49.83,54
2018,College,IR-1-C-C-C-20830,St. Joseph`s College of Commerce,Bengaluru,Karnataka,49.65,55
2018,College,IR-1-C-C-C-25376,Andhra Loyola College,Vijayawada,Andhra Pradesh,49.45,56
2018,College,IR-1-C-C-C-41068,Vellalar College for Women,Erode,Tamil Nadu,49.27,57
2018,College,IR-1-C-C-C-36575,Sri Meenakshi Government College for Women,Madurai,Tamil Nadu,49.2,58
2018,College,IR-2-C-OC-C-6366,Shivaji College,Delhi,Delhi,49.15,59
2018,College,IR-1-C-C-C-20872,St. Josephs Arts & Science College,Bengaluru,Karnataka,49.12,60
2018,College,IR-2-C-OC-C-6357,Shyam Lal College,Delhi,Delhi,48.98,61
2018,College,IR-1-C-C-C-35416,Rajiv Gandhi Institute of Information Technology and Biotechnology,Pune,Maharashtra,48.95,62
2018,College,IR-1-C-C-C-8213,Christ College,Thrissur,Kerala,48.8,63
2018,College,IR-1-C-C-C-41126,Sri Krishna Arts and Science College,Coimbatore,Tamil Nadu,48.75,64
2018,College,IR-1-C-C-C-36529,Fatima College,Madurai,Tamil Nadu,48.73,65
2018,College,IR-2-C-OC-C-5855,St. Xavier`s College,Ahmedabad,Gujarat,48.73,65
2018,College,IR-1-C-C-C-41106,Kongunadu Arts & Science College,Coimbatore,Tamil Nadu,48.67,67
2018,College,IR-1-C-C-C-29312,Govt. Post-Graduate College for Girls,Chandigarh,Chandigarh,48.57,68
2018,College,IR-1-C-C-C-11557,Kuriakose Gregorios College,Kottayam,Kerala,48.52,69
2018,College,IR-1-C-C-C-41184,Women`s Christian College,Nagercoil,Tamil Nadu,48.48,70
2018,College,IR-1-C-C-C-41110,Government Arts College,Tiruppur,Tamil Nadu,47.96,71
2018,College,IR-1-C-C-C-41096,CMS College of Science and Commerce,Coimbatore,Tamil Nadu,47.92,72
2018,College,IR-1-C-C-C-6397,College of Vocational Studies,New Delhi,Delhi,47.82,73
2018,College,IR-1-C-C-C-35878,National College,Tiruchirapalli,Tamil Nadu,47.81,74
2018,College,IR-2-C-OC-C-33555,St. Xavier`s College,Mumbai,Maharashtra,47.81,74
